,ID_viaje,Estado cerrado,Duracion,Id de estacion de inicio,Fecha de inicio,Nombre de estacion de inicio,Fecha de fin,Id de estacion de fin de viaje,Nombre de estacion de fin de viaje,ID de ciclista,Msnbc de bicicleta,Moto identificador publico,Modelo de bicicleta,Nombre de producto,start_lat,start_lon,target_lat,target_lon,starttime,withinC,withinCend
237404,1164691,NORMAL,1052,47,2022-09-19 07:38:00,01 - UDALETXEA / AYUNTAMIENTO,19/09/2022 7:56,37.0,37 - ANDOAIN,13781,P32410,746.0,EFIT,Dbizi Ordinario,43.32145412113152,-1.9864178021210355,43.298994502059585,-1.9916941032626039,2022-09-19 07:38:00,True,True
237405,1164690,NORMAL,678,41,2022-09-19 07:38:00,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,19/09/2022 7:50,22.0,22 - ANTSO JAKITUNA / SANCHO EL SABIO,15196,P32385,761.0,EFIT,Dbizi Ordinario,43.30907225552243,-2.0106573112517827,43.31109581854418,-1.9804310586157425,2022-09-19 07:38:00,True,True
237406,1164689,NORMAL,637,11,2022-09-19 07:38:00,11 - SAN FRANTZISKO-IPARRAGIRRE,19/09/2022 7:49,38.0,38 - KRISTINA INFANTA,20461,P15979,79.0,FIT,Dbizi Ordinario,43.322754906556675,-1.9754242189721487,43.31444640411938,-2.0043079706293203,2022-09-19 07:38:00,True,True
237409,1164686,NORMAL,722,36,2022-09-19 07:38:00,36 - ERRONDOGAINA / ALTO DE ERRONDO,19/09/2022 7:50,4.0,04 - ANDIA,6077,P32337,715.0,EFIT,Dbizi Ordinario Grupal (FN 20%),43.30068417272159,-1.988182126986473,43.320524774991235,-1.9825648810534384,2022-09-19 07:38:00,True,True
237410,1164685,NORMAL,625,12,2022-09-19 07:38:00,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,19/09/2022 7:48,26.0,26 - JAVIER BARKAIZTEGI,3998,P15990,239.0,FIT,Ordinario,43.32416306635694,-1.9733621599308762,43.30590821804648,-1.9805843656440028,2022-09-19 07:38:00,True,True
237411,1164684,NORMAL,574,8,2022-09-19 07:38:00,08 - URDANETA,19/09/2022 7:47,15.0,15 - SEGUNDO IZPIZUA,14297,P32367,755.0,EFIT,Ordinario,43.31576219683798,-1.982698040693127,43.32394484791497,-1.9699386277507438,2022-09-19 07:38:00,True,True
237407,1164688,NORMAL,386,19,2022-09-19 07:38:00,19 - FRANTZIA PASEALEKUA,19/09/2022 7:44,24.0,24 - MORLANS,21339,E20046,106.0,FIT,Dbizi Ordinario,43.31785597968304,-1.9773212084271625,43.308489387451,-1.9830022646209984,2022-09-19 07:38:00,True,True
237398,1164697,NORMAL,381,25,2022-09-19 07:39:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19/09/2022 7:45,19.0,19 - FRANTZIA PASEALEKUA,6313,P15833,144.0,FIT,Dbizi Ocasional,43.308028841403846,-1.9788430368132444,43.31785597968304,-1.9773212084271625,2022-09-19 07:39:00,True,True
237399,1164696,NORMAL,1327,18,2022-09-19 07:39:00,18 - TERESA DE CALCUTA,19/09/2022 8:01,36.0,36 - ERRONDOGAINA / ALTO DE ERRONDO,3002,P32394,732.0,EFIT,Ordinario,43.320289499766545,-1.9755618544813616,43.30068417272159,-1.988182126986473,2022-09-19 07:39:00,True,True
237397,1164698,NORMAL,676,47,2022-09-19 07:39:00,01 - UDALETXEA / AYUNTAMIENTO,19/09/2022 7:50,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,16461,P32348,775.0,EFIT,Dbizi Ordinario,43.32145412113152,-1.9864178021210355,43.30907225552243,-2.0106573112517827,2022-09-19 07:39:00,True,True
237402,1164693,NORMAL,268,22,2022-09-19 07:39:00,22 - ANTSO JAKITUNA / SANCHO EL SABIO,19/09/2022 7:43,19.0,19 - FRANTZIA PASEALEKUA,11559,P32408,708.0,EFIT,Ordinario,43.31109581854418,-1.9804310586157425,43.31785597968304,-1.9773212084271625,2022-09-19 07:39:00,True,True
237400,1164695,NORMAL,1118,44,2022-09-19 07:39:00,44 - BERNARDO ESTORNES,19/09/2022 7:57,3.0,03 - SANTA KATALINA PLAZATXOA,3587,P32404,713.0,EFIT,Ordinario,43.30324802621556,-2.0076820639204795,43.32128359680711,-1.980046729664166,2022-09-19 07:39:00,True,True
237396,1164699,NORMAL,417,45,2022-09-19 07:40:00,45 - XABIER LIZARDI,19/09/2022 7:47,38.0,38 - KRISTINA INFANTA,15091,P32311,780.0,EFIT,Ordinario Grupal empresa -5,43.301489470754845,-2.0046293584460266,43.31444640411938,-2.0043079706293203,2022-09-19 07:40:00,True,True
237394,1164701,NORMAL,419,9,2022-09-19 07:41:00,09 - EASO,19/09/2022 7:48,26.0,26 - JAVIER BARKAIZTEGI,21746,E20037,57.0,FIT,Dbizi Ocasional,43.31328896200965,-1.9817650765547319,43.30590821804648,-1.9805843656440028,2022-09-19 07:41:00,True,True
237393,1164702,NORMAL,588,14,2022-09-19 07:41:00,14 - BERMINGHAM,19/09/2022 7:50,31.0,31 - BARCELONA,14052,E20040,102.0,FIT,Ordinario,43.323775729352455,-1.9714737017795105,43.31202493382682,-1.9721476656757329,2022-09-19 07:41:00,True,True
237391,1164704,NORMAL,611,9,2022-09-19 07:41:00,09 - EASO,19/09/2022 7:51,12.0,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,22075,P15878,80.0,FIT,Dbizi Ordinario,43.31328896200965,-1.9817650765547319,43.32416306635694,-1.9733621599308762,2022-09-19 07:41:00,True,True
237390,1164705,NORMAL,371,31,2022-09-19 07:41:00,31 - BARCELONA,19/09/2022 7:47,18.0,18 - TERESA DE CALCUTA,358,P15743,218.0,FIT,Ordinario,43.31202493382682,-1.9721476656757329,43.320289499766545,-1.9755618544813616,2022-09-19 07:41:00,True,True
237389,1164706,NORMAL,428,15,2022-09-19 07:41:00,15 - SEGUNDO IZPIZUA,19/09/2022 7:48,7.0,07 - MARQUÉS MIRAFLORES,3686,P15836,190.0,FIT,Ordinario,43.32394484791497,-1.9699386277507438,43.31704533570667,-1.9860015608223442,2022-09-19 07:41:00,True,True
237388,1164707,NORMAL,423,9,2022-09-19 07:41:00,09 - EASO,19/09/2022 7:48,4.0,04 - ANDIA,8077,P15954,23.0,FIT,Dbizi Ocasional,43.31328896200965,-1.9817650765547319,43.320524774991235,-1.9825648810534384,2022-09-19 07:41:00,True,True
237378,1164717,NORMAL,634,11,2022-09-19 07:42:00,11 - SAN FRANTZISKO-IPARRAGIRRE,19/09/2022 7:53,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,21678,P15805,165.0,FIT,Dbizi Ordinario Grupal FN o FNE -5,43.322754906556675,-1.9754242189721487,43.308028841403846,-1.9788430368132444,2022-09-19 07:42:00,True,True
237380,1164715,NORMAL,945,15,2022-09-19 07:42:00,15 - SEGUNDO IZPIZUA,19/09/2022 7:58,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,10452,P15900,289.0,FIT,Dbizi Ordinario,43.32394484791497,-1.9699386277507438,43.308028841403846,-1.9788430368132444,2022-09-19 07:42:00,True,True
237381,1164714,NORMAL,434,31,2022-09-19 07:42:00,31 - BARCELONA,19/09/2022 7:49,9.0,09 - EASO,19114,P15912,216.0,FIT,Dbizi Ordinario,43.31202493382682,-1.9721476656757329,43.31328896200965,-1.9817650765547319,2022-09-19 07:42:00,True,True
237379,1164716,NORMAL,1067,11,2022-09-19 07:42:00,11 - SAN FRANTZISKO-IPARRAGIRRE,19/09/2022 8:00,44.0,44 - BERNARDO ESTORNES,12849,P15729,94.0,FIT,Ordinario,43.322754906556675,-1.9754242189721487,43.30324802621556,-2.0076820639204795,2022-09-19 07:42:00,True,True
237383,1164712,NORMAL,813,19,2022-09-19 07:42:00,19 - FRANTZIA PASEALEKUA,19/09/2022 7:55,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,17156,P32331,705.0,EFIT,Dbizi Ordinario Grupal (FN 20%),43.31785597968304,-1.9773212084271625,43.30907225552243,-2.0106573112517827,2022-09-19 07:42:00,True,True
237384,1164711,NORMAL,678,9,2022-09-19 07:42:00,09 - EASO,19/09/2022 7:53,39.0,39 - ZARAUTZ,13893,P15817,214.0,FIT,Ordinario,43.31328896200965,-1.9817650765547319,43.31241486290128,-2.0058503967344836,2022-09-19 07:42:00,True,True
237386,1164709,NORMAL,504,8,2022-09-19 07:42:00,08 - URDANETA,19/09/2022 7:50,12.0,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,21306,P32340,759.0,EFIT,Dbizi Ordinario,43.31576219683798,-1.982698040693127,43.32416306635694,-1.9733621599308762,2022-09-19 07:42:00,True,True
237387,1164708,NORMAL,265,31,2022-09-19 07:42:00,31 - BARCELONA,19/09/2022 7:46,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,12206,P15801,141.0,FIT,Ordinario,43.31202493382682,-1.9721476656757329,43.308028841403846,-1.9788430368132444,2022-09-19 07:42:00,True,True
237382,1164713,NORMAL,819,29,2022-09-19 07:42:00,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,19/09/2022 7:56,12.0,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,2421,P15835,192.0,FIT,Ordinario,43.306105430715554,-1.9729627738199256,43.32416306635694,-1.9733621599308762,2022-09-19 07:42:00,True,True
237368,1164727,NORMAL,761,41,2022-09-19 07:43:00,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,19/09/2022 7:56,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,10128,P32425,794.0,EFIT,Dbizi Ordinario,43.30907225552243,-2.0106573112517827,43.308028841403846,-1.9788430368132444,2022-09-19 07:43:00,True,True
237370,1164725,NORMAL,402,3,2022-09-19 07:43:00,03 - SANTA KATALINA PLAZATXOA,19/09/2022 7:50,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19105,P32383,773.0,EFIT,Dbizi Ocasional,43.32128359680711,-1.980046729664166,43.308028841403846,-1.9788430368132444,2022-09-19 07:43:00,True,True
237374,1164721,NORMAL,811,36,2022-09-19 07:43:00,36 - ERRONDOGAINA / ALTO DE ERRONDO,19/09/2022 7:56,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,13411,P32415,745.0,EFIT,Ordinario Grupal empresa -5,43.30068417272159,-1.988182126986473,43.30907225552243,-2.0106573112517827,2022-09-19 07:43:00,True,True
237375,1164720,NORMAL,558,28,2022-09-19 07:43:00,28 - ISABEL II,19/09/2022 7:52,19.0,19 - FRANTZIA PASEALEKUA,12717,P32361,738.0,EFIT,Ordinario Grupal empresa -5,43.30444212076648,-1.9760079804667197,43.31785597968304,-1.9773212084271625,2022-09-19 07:43:00,True,True
237376,1164719,NORMAL,641,26,2022-09-19 07:43:00,26 - JAVIER BARKAIZTEGI,19/09/2022 7:53,10.0,10 - PEÑA Y GOÑI,22386,P32353,724.0,EFIT,Dbizi Ordinario Grupal empresa -5,43.30590821804648,-1.9805843656440028,43.32272433290811,-1.9772990368010364,2022-09-19 07:43:00,True,True
237367,1164728,NORMAL,441,4,2022-09-19 07:44:00,04 - ANDIA,19/09/2022 7:51,21.0,21 - KARMENGO ANDRE MARIA / VIRGEN DEL CARMEN,4756,P32336,730.0,EFIT,Dbizi Ocasional,43.320524774991235,-1.9825648810534384,43.3169507884904,-1.9714513488864929,2022-09-19 07:44:00,True,True
237365,1164730,NORMAL,606,14,2022-09-19 07:44:00,14 - BERMINGHAM,19/09/2022 7:54,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,6168,P15730,104.0,FIT,Dbizi Ordinario,43.323775729352455,-1.9714737017795105,43.308028841403846,-1.9788430368132444,2022-09-19 07:44:00,True,True
237364,1164731,NORMAL,426,19,2022-09-19 07:44:00,19 - FRANTZIA PASEALEKUA,19/09/2022 7:51,14.0,14 - BERMINGHAM,14655,P32408,708.0,EFIT,Ordinario,43.31785597968304,-1.9773212084271625,43.323775729352455,-1.9714737017795105,2022-09-19 07:44:00,True,True
237363,1164732,NORMAL,1132,14,2022-09-19 07:44:00,14 - BERMINGHAM,19/09/2022 8:03,9.0,09 - EASO,10114,P15997,118.0,FIT,Dbizi Ordinario,43.323775729352455,-1.9714737017795105,43.31328896200965,-1.9817650765547319,2022-09-19 07:44:00,True,True
237356,1164739,NORMAL,507,25,2022-09-19 07:45:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19/09/2022 7:54,2.0,02 - BRETXA,2582,P15848,154.0,FIT,Ordinario,43.308028841403846,-1.9788430368132444,43.322867283695366,-1.982435071211216,2022-09-19 07:45:00,True,True
237358,1164737,NORMAL,710,25,2022-09-19 07:45:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19/09/2022 7:57,45.0,45 - XABIER LIZARDI,1076,P32323,765.0,EFIT,Ordinario,43.308028841403846,-1.9788430368132444,43.301489470754845,-2.0046293584460266,2022-09-19 07:45:00,True,True
237357,1164738,NORMAL,412,31,2022-09-19 07:45:00,31 - BARCELONA,19/09/2022 7:52,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,21636,P15978,292.0,FIT,Dbizi Ordinario,43.31202493382682,-1.9721476656757329,43.308028841403846,-1.9788430368132444,2022-09-19 07:45:00,True,True
237360,1164735,NORMAL,428,9,2022-09-19 07:45:00,09 - EASO,19/09/2022 7:52,12.0,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,4957,P15700,15.0,FIT,Dbizi Ordinario,43.31328896200965,-1.9817650765547319,43.32416306635694,-1.9733621599308762,2022-09-19 07:45:00,True,True
237362,1164733,NORMAL,588,20,2022-09-19 07:45:00,20 - TABAKALERA,19/09/2022 7:54,26.0,26 - JAVIER BARKAIZTEGI,418,P32407,791.0,EFIT,Ordinario,43.317037588702135,-1.9750530324926516,43.30590821804648,-1.9805843656440028,2022-09-19 07:45:00,True,True
237359,1164736,NORMAL,754,22,2022-09-19 07:45:00,22 - ANTSO JAKITUNA / SANCHO EL SABIO,19/09/2022 7:58,15.0,15 - SEGUNDO IZPIZUA,7345,E20059,6.0,FIT,Dbizi Ordinario,43.31109581854418,-1.9804310586157425,43.32394484791497,-1.9699386277507438,2022-09-19 07:45:00,True,True
237361,1164734,NORMAL,357,25,2022-09-19 07:45:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19/09/2022 7:51,19.0,19 - FRANTZIA PASEALEKUA,21727,P35474,855.0,EFIT,Dbizi Ordinario,43.308028841403846,-1.9788430368132444,43.31785597968304,-1.9773212084271625,2022-09-19 07:45:00,True,True
237354,1164741,NORMAL,796,28,2022-09-19 07:46:00,28 - ISABEL II,19/09/2022 7:59,44.0,44 - BERNARDO ESTORNES,12940,P35477,854.0,EFIT,Ordinario,43.30444212076648,-1.9760079804667197,43.30324802621556,-2.0076820639204795,2022-09-19 07:46:00,True,True
237353,1164742,NORMAL,462,30,2022-09-19 07:46:00,30 - HUMBOLDT,19/09/2022 7:54,18.0,18 - TERESA DE CALCUTA,14461,E20038,148.0,FIT,Ordinario,43.3100607540581,-1.971309291351586,43.320289499766545,-1.9755618544813616,2022-09-19 07:46:00,True,True
237352,1164743,NORMAL,502,26,2022-09-19 07:46:00,26 - JAVIER BARKAIZTEGI,19/09/2022 7:55,2.0,02 - BRETXA,2688,P32380,787.0,EFIT,Ordinario,43.30590821804648,-1.9805843656440028,43.322867283695366,-1.982435071211216,2022-09-19 07:46:00,True,True
237351,1164744,NORMAL,536,35,2022-09-19 07:47:00,35 - MUNTO,19/09/2022 7:56,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,22734,E20008,259.0,FIT,Dbizi Ordinario,43.306922838390456,-1.9933626516954035,43.30907225552243,-2.0106573112517827,2022-09-19 07:47:00,True,True
237350,1164745,NORMAL,284,19,2022-09-19 07:47:00,19 - FRANTZIA PASEALEKUA,19/09/2022 7:52,22.0,22 - ANTSO JAKITUNA / SANCHO EL SABIO,13928,P32396,748.0,EFIT,Ordinario,43.31785597968304,-1.9773212084271625,43.31109581854418,-1.9804310586157425,2022-09-19 07:47:00,True,True
237349,1164746,NORMAL,235,35,2022-09-19 07:47:00,35 - MUNTO,19/09/2022 7:51,36.0,36 - ERRONDOGAINA / ALTO DE ERRONDO,15141,P15888,83.0,FIT,Ordinario,43.306922838390456,-1.9933626516954035,43.30068417272159,-1.988182126986473,2022-09-19 07:47:00,True,True
237348,1164747,NORMAL,700,37,2022-09-19 07:47:00,37 - ANDOAIN,19/09/2022 7:59,47.0,01 - UDALETXEA / AYUNTAMIENTO,1081,P32329,721.0,EFIT,Ordinario,43.298994502059585,-1.9916941032626039,43.32145412113152,-1.9864178021210355,2022-09-19 07:47:00,True,True
237347,1164748,NORMAL,299,25,2022-09-19 07:47:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19/09/2022 7:52,19.0,19 - FRANTZIA PASEALEKUA,338,P15826,226.0,FIT,Ordinario,43.308028841403846,-1.9788430368132444,43.31785597968304,-1.9773212084271625,2022-09-19 07:47:00,True,True
237346,1164749,NORMAL,1299,26,2022-09-19 07:47:00,26 - JAVIER BARKAIZTEGI,19/09/2022 8:09,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,9553,P15934,122.0,FIT,Ordinario,43.30590821804648,-1.9805843656440028,43.30907225552243,-2.0106573112517827,2022-09-19 07:47:00,True,True
237345,1164750,NORMAL,557,6,2022-09-19 07:47:00,06 - ARRASATE,19/09/2022 7:57,12.0,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,3232,E20054,168.0,FIT,Ordinario,43.318344146702714,-1.9815228341201954,43.32416306635694,-1.9733621599308762,2022-09-19 07:47:00,True,True
237344,1164751,NORMAL,712,41,2022-09-19 07:47:00,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,19/09/2022 7:59,4.0,04 - ANDIA,415,P32395,720.0,EFIT,Ordinario,43.30907225552243,-2.0106573112517827,43.320524774991235,-1.9825648810534384,2022-09-19 07:47:00,True,True
237340,1164755,NORMAL,713,25,2022-09-19 07:48:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19/09/2022 8:00,43.0,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,22441,P15814,159.0,FIT,Dbizi Ordinario Grupal FN o FNE -5,43.308028841403846,-1.9788430368132444,43.30687232308195,-2.008501247136781,2022-09-19 07:48:00,True,True
237339,1164756,NORMAL,971,2,2022-09-19 07:48:00,02 - BRETXA,19/09/2022 8:04,43.0,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,13814,P15780,260.0,FIT,Ordinario,43.322867283695366,-1.982435071211216,43.30687232308195,-2.008501247136781,2022-09-19 07:48:00,True,True
237341,1164754,NORMAL,743,43,2022-09-19 07:48:00,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,19/09/2022 8:00,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,15186,P15737,137.0,FIT,Dbizi Ordinario,43.30687232308195,-2.008501247136781,43.308028841403846,-1.9788430368132444,2022-09-19 07:48:00,True,True
237342,1164753,NORMAL,1118,15,2022-09-19 07:48:00,15 - SEGUNDO IZPIZUA,19/09/2022 8:06,45.0,45 - XABIER LIZARDI,1390,P32376,769.0,EFIT,Ordinario,43.32394484791497,-1.9699386277507438,43.301489470754845,-2.0046293584460266,2022-09-19 07:48:00,True,True
237338,1164757,NORMAL,832,4,2022-09-19 07:49:00,04 - ANDIA,19/09/2022 8:02,18.0,18 - TERESA DE CALCUTA,11870,P15711,252.0,FIT,Ordinario,43.320524774991235,-1.9825648810534384,43.320289499766545,-1.9755618544813616,2022-09-19 07:49:00,True,True
237337,1164758,NORMAL,824,25,2022-09-19 07:49:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19/09/2022 8:02,12.0,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,2464,P15801,141.0,FIT,Ordinario,43.308028841403846,-1.9788430368132444,43.32416306635694,-1.9733621599308762,2022-09-19 07:49:00,True,True
237336,1164759,NORMAL,781,26,2022-09-19 07:49:00,26 - JAVIER BARKAIZTEGI,19/09/2022 8:02,45.0,45 - XABIER LIZARDI,15721,P32308,712.0,EFIT,Dbizi Ordinario,43.30590821804648,-1.9805843656440028,43.301489470754845,-2.0046293584460266,2022-09-19 07:49:00,True,True
237334,1164761,NORMAL,386,37,2022-09-19 07:49:00,37 - ANDOAIN,19/09/2022 7:55,27.0,27 - PODAVINES,10995,P35479,852.0,EFIT,Dbizi Ordinario,43.298994502059585,-1.9916941032626039,43.3027071653288,-1.9799116632676583,2022-09-19 07:49:00,True,True
237333,1164762,NORMAL,465,25,2022-09-19 07:49:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19/09/2022 7:57,18.0,18 - TERESA DE CALCUTA,21744,P35473,858.0,EFIT,Dbizi Ordinario Grupal FN o FNE -5,43.308028841403846,-1.9788430368132444,43.320289499766545,-1.9755618544813616,2022-09-19 07:49:00,True,True
237331,1164764,NORMAL,308,18,2022-09-19 07:50:00,18 - TERESA DE CALCUTA,19/09/2022 7:55,47.0,01 - UDALETXEA / AYUNTAMIENTO,14281,P15743,218.0,FIT,Ordinario,43.320289499766545,-1.9755618544813616,43.32145412113152,-1.9864178021210355,2022-09-19 07:50:00,True,True
237330,1164765,NORMAL,313,36,2022-09-19 07:50:00,36 - ERRONDOGAINA / ALTO DE ERRONDO,19/09/2022 7:55,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,11543,P15724,271.0,FIT,Dbizi Ocasional,43.30068417272159,-1.988182126986473,43.308028841403846,-1.9788430368132444,2022-09-19 07:50:00,True,True
237329,1164766,NORMAL,389,6,2022-09-19 07:50:00,06 - ARRASATE,19/09/2022 7:56,18.0,18 - TERESA DE CALCUTA,17337,P15789,253.0,FIT,Dbizi Ordinario,43.318344146702714,-1.9815228341201954,43.320289499766545,-1.9755618544813616,2022-09-19 07:50:00,True,True
237328,1164767,NORMAL,225,44,2022-09-19 07:50:00,44 - BERNARDO ESTORNES,19/09/2022 7:54,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,13284,P15777,31.0,FIT,Ordinario Grupal empresa -5,43.30324802621556,-2.0076820639204795,43.30907225552243,-2.0106573112517827,2022-09-19 07:50:00,True,True
237327,1164768,NORMAL,643,39,2022-09-19 07:50:00,39 - ZARAUTZ,19/09/2022 8:01,9.0,09 - EASO,4099,P32339,731.0,EFIT,Ordinario,43.31241486290128,-2.0058503967344836,43.31328896200965,-1.9817650765547319,2022-09-19 07:50:00,True,True
237321,1164774,NORMAL,735,28,2022-09-19 07:51:00,28 - ISABEL II,19/09/2022 8:03,10.0,10 - PEÑA Y GOÑI,11875,P15886,116.0,FIT,Ordinario Grupal empresa -5,43.30444212076648,-1.9760079804667197,43.32272433290811,-1.9772990368010364,2022-09-19 07:51:00,True,True
237319,1164776,NORMAL,562,35,2022-09-19 07:51:00,35 - MUNTO,19/09/2022 8:01,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,22334,P15748,222.0,FIT,Dbizi Ordinario,43.306922838390456,-1.9933626516954035,43.30907225552243,-2.0106573112517827,2022-09-19 07:51:00,True,True
237323,1164772,NORMAL,118,30,2022-09-19 07:51:00,30 - HUMBOLDT,19/09/2022 7:53,29.0,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,6392,P15697,14.0,FIT,Dbizi Ordinario,43.3100607540581,-1.971309291351586,43.306105430715554,-1.9729627738199256,2022-09-19 07:51:00,True,True
237324,1164771,NORMAL,343,9,2022-09-19 07:51:00,09 - EASO,19/09/2022 7:57,29.0,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,13929,P15912,216.0,FIT,Ordinario,43.31328896200965,-1.9817650765547319,43.306105430715554,-1.9729627738199256,2022-09-19 07:51:00,True,True
237322,1164773,NORMAL,579,3,2022-09-19 07:51:00,03 - SANTA KATALINA PLAZATXOA,19/09/2022 8:01,38.0,38 - KRISTINA INFANTA,3588,P32392,756.0,EFIT,Ordinario,43.32128359680711,-1.980046729664166,43.31444640411938,-2.0043079706293203,2022-09-19 07:51:00,True,True
237326,1164769,NORMAL,1031,28,2022-09-19 07:51:00,28 - ISABEL II,19/09/2022 8:08,43.0,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,2436,P15843,153.0,FIT,Ordinario,43.30444212076648,-1.9760079804667197,43.30687232308195,-2.008501247136781,2022-09-19 07:51:00,True,True
237317,1164778,NORMAL,332,25,2022-09-19 07:52:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19/09/2022 7:57,5.0,05 - SAN MARTZIAL,12517,P32333,807.0,EFIT,Dbizi Ordinario,43.308028841403846,-1.9788430368132444,43.319248480374604,-1.980685847037382,2022-09-19 07:52:00,True,True
237315,1164780,NORMAL,669,30,2022-09-19 07:52:00,30 - HUMBOLDT,19/09/2022 8:03,4.0,04 - ANDIA,1755,E20005,160.0,FIT,Ordinario,43.3100607540581,-1.971309291351586,43.320524774991235,-1.9825648810534384,2022-09-19 07:52:00,True,True
237316,1164779,NORMAL,2018,11,2022-09-19 07:52:00,11 - SAN FRANTZISKO-IPARRAGIRRE,19/09/2022 8:26,10.0,10 - PEÑA Y GOÑI,2795,P15763,200.0,FIT,Dbizi Ordinario,43.322754906556675,-1.9754242189721487,43.32272433290811,-1.9772990368010364,2022-09-19 07:52:00,True,True
237310,1164785,NORMAL,354,19,2022-09-19 07:53:00,19 - FRANTZIA PASEALEKUA,19/09/2022 7:59,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,14945,P32370,736.0,EFIT,Ordinario,43.31785597968304,-1.9773212084271625,43.308028841403846,-1.9788430368132444,2022-09-19 07:53:00,True,True
237309,1164786,NORMAL,248,3,2022-09-19 07:53:00,03 - SANTA KATALINA PLAZATXOA,19/09/2022 7:57,18.0,18 - TERESA DE CALCUTA,21642,P32344,789.0,EFIT,Dbizi Ordinario,43.32128359680711,-1.980046729664166,43.320289499766545,-1.9755618544813616,2022-09-19 07:53:00,True,True
237308,1164787,NORMAL,449,20,2022-09-19 07:53:00,20 - TABAKALERA,19/09/2022 8:01,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19535,P15869,143.0,FIT,Dbizi Ordinario,43.317037588702135,-1.9750530324926516,43.308028841403846,-1.9788430368132444,2022-09-19 07:53:00,True,True
237307,1164788,NORMAL,232,3,2022-09-19 07:53:00,03 - SANTA KATALINA PLAZATXOA,19/09/2022 7:57,18.0,18 - TERESA DE CALCUTA,17910,P15935,223.0,FIT,Dbizi Ordinario,43.32128359680711,-1.980046729664166,43.320289499766545,-1.9755618544813616,2022-09-19 07:53:00,True,True
237302,1164794,NORMAL,409,20,2022-09-19 07:54:00,20 - TABAKALERA,19/09/2022 8:01,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,1694,P15787,8.0,FIT,Ordinario,43.317037588702135,-1.9750530324926516,43.308028841403846,-1.9788430368132444,2022-09-19 07:54:00,True,True
237301,1164795,NORMAL,355,19,2022-09-19 07:54:00,19 - FRANTZIA PASEALEKUA,19/09/2022 8:00,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,15920,P32361,738.0,EFIT,Dbizi Ordinario,43.31785597968304,-1.9773212084271625,43.308028841403846,-1.9788430368132444,2022-09-19 07:54:00,True,True
